name,lat,lon,category
NTUC Fairprice,1.3856119,103.9025772,supermarket
Giant,1.3794345,103.88795,supermarket
NTUC FairPrice,1.3725281,103.8939238,supermarket
NTUC Fairprice,1.3824983,103.893624,supermarket
NTUC FairPrice,1.3923199,103.904213,supermarket
NTUC FairPrice,1.3943753,103.912923,supermarket
NTUC FairPrice,1.3575602,103.8841371,supermarket
Giant,1.3815806,103.8970373,supermarket
Giant Hypermarket,1.3312172,103.9483149,supermarket
NTUC FairPrice Finest,1.3014954,103.839658,supermarket
NTUC FairPrice,1.3123256,103.9253617,supermarket
NTUC FairPrice,1.3373298,103.9218002,supermarket
NTUC FairPrice Finest,1.301342,103.9071774,supermarket
Cold Storage Fresh,1.3001235,103.8560555,supermarket
NTUC FairPrice,1.2925348,103.8113068,supermarket
NTUC FairPrice,1.3128156,103.7658379,supermarket
NTUC FairPrice,1.2812832,103.8100855,supermarket
Giant,1.441726,103.8250677,supermarket
NTUC FairPrice,1.4495608,103.8186291,supermarket
NTUC FairPrice,1.4479385,103.8195511,supermarket
Shop N Save,1.4309761,103.7942332,supermarket
Cold Storage,1.3176941,103.7859561,supermarket
Prime,1.3588218,103.7504894,supermarket
Giant,1.3416023,103.6969558,supermarket
Sheng Siong,1.3255871,103.7251859,supermarket
Prime Supermarket,1.3417008,103.6912824,supermarket
Sheng Siong,1.3221125,103.738207,supermarket
NTUC FairPrice,1.3205044,103.7426546,supermarket
Cold Storage,1.3215309,103.9555771,supermarket
Giant,1.3586036,103.7492177,supermarket
NTUC FairPrice,1.3257807,103.9316518,supermarket
Sheng Siong,1.3244941,103.9310939,supermarket
NTUC FairPrice,1.2932215,103.8268848,supermarket
NTUC FairPrice,1.3153813,103.7643947,supermarket
NTUC FairPrice,1.350271,103.8485161,supermarket
NTUC Fairprice,1.3238372,103.8557907,supermarket
Cold Storage Fresh,1.3101598,103.7953924,supermarket
NTUC FairPrice,1.2909214,103.8026888,supermarket
NTUC FairPrice,1.2864697,103.8265783,supermarket
Cold Storage,1.3874746,103.8693009,supermarket
Cold Storage,1.3916794,103.8948873,supermarket
NTUC Fairprice,1.375571,103.8795488,supermarket
Sheng Siong,1.3677466,103.8364503,supermarket
Sheng Shiong,1.3702891,103.8434139,supermarket
NTUC FairPrice Xtra,1.3693018,103.8488529,supermarket
NTUC FairPrice,1.3543366,103.8302338,supermarket
ACE Marketplace,1.2777764,103.8310198,supermarket
NTUC FairPrice,1.2973182,103.8383052,supermarket
Cold Storage,1.3307365,103.7955242,supermarket
Cold Storage,1.3010098,103.8450553,supermarket
NTUC FairPrice,1.4363491,103.7857696,supermarket
NTUC FairPrice,1.4353183,103.7865131,supermarket
NTUC FairPrice Finest,1.3004599,103.8371761,supermarket
NTUC FairPrice Xtra,1.3396665,103.7055473,supermarket
NTUC FairPrice Xtra,1.3510423,103.8722775,supermarket
Giant,1.3340708,103.7472706,supermarket
Giant,1.3779605,103.73864,supermarket
Sheng Siong,1.3805261,103.7600191,supermarket
Cold Storage,1.3020336,103.8763916,supermarket
NTUC FairPrice,1.2744573,103.8436539,supermarket
NTUC FairPrice,1.2760543,103.843136,supermarket
NTUC FairPrice,1.3382406,103.7783181,supermarket
NTUC FairPrice,1.3464969,103.7121589,supermarket
FairPrice Finest @ Scotts,1.3059351,103.8328831,supermarket
NTUC FairPrice Finest,1.3345959,103.9627854,supermarket
NTUC FairPrice,1.2829291,103.8175344,supermarket
NTUC FairPrice,1.3239226,103.8098403,supermarket
NTUC Fairprice Finest,1.380491,103.7641782,supermarket
NTUC FairPrice,1.3430246,103.9528291,supermarket
NTUC FairPrice,1.3521442,103.9444897,supermarket
NTUC Fairprice,1.3724307,103.9496345,supermarket
NTUC Fairprice,1.3760422,103.9553166,supermarket
NTUC FairPrice,1.3186022,103.8944483,supermarket
NTUC Fairprice,1.320599,103.8442909,supermarket
NTUC Fairprice,1.3849878,103.7450943,supermarket
NTUC Fairprice,1.3971564,103.7466885,supermarket
Cold Storage,1.2643809,103.820063,supermarket
CS Fresh,1.2938703,103.8319081,supermarket
Cold Storage,1.2994693,103.787506,supermarket
Cold Storage,1.3021406,103.8353196,supermarket
Cold Storage,1.3037215,103.7657354,supermarket
Cold Storage Fresh,1.3070599,103.7879849,supermarket
Cold Storage,1.3168348,103.8434897,supermarket
Grindelwald,1.3220913,103.7702616,supermarket
Cold Storage,1.3501335,103.8732256,supermarket
Cold Storage,1.3539198,103.9452276,supermarket
Cold Storage,1.3558211,103.9898809,supermarket
Cold Storage,1.3593977,103.8849418,supermarket
Cold Storage Fresh,1.2934639,103.8531044,supermarket
CS Fresh Gold,1.3035875,103.8359057,supermarket
Cold Storage Fresh Gold,1.3048473,103.8242276,supermarket
CS Fresh,1.3049612,103.9052732,supermarket
ThreeSixty,1.3041529,103.8316657,supermarket
Cold Storage,1.3235953,103.7675432,supermarket
Sheng Siong,1.3381024,103.9234133,supermarket
NTUC Fairprice,1.3151914,103.8495849,supermarket
Sheng Siong,1.3150492,103.7711263,supermarket
NTUC FairPrice,1.3144431,103.7711879,supermarket
Giant,1.3201477,103.8873042,supermarket
NTUC FairPrice,1.3796884,103.9362379,supermarket
Giant,1.4403979,103.8005616,supermarket
Econ Minimart,1.3237921,103.9107829,supermarket
NTUC FairPrice,1.3236799,103.9108467,supermarket
NTUC FairPrice,1.2855811,103.8451805,supermarket
Daiso,1.3114628,103.8568212,supermarket
NTUC FairPrice,1.3115258,103.8563897,supermarket
Cold Storage,1.320133,103.843935,supermarket
Giant,1.4456477,103.7979298,supermarket
PRIME,1.4401493,103.8016636,supermarket
PRIME,1.4458917,103.7978443,supermarket
NTUC FairPrice,1.4385636,103.7952187,supermarket
NTUC FairPrice,1.430908,103.7907695,supermarket
,1.448068,103.801034,supermarket
Giant,1.4425618,103.7904903,supermarket
NTUC FairPrice,1.4325561,103.7744928,supermarket
NTUC FairPrice,1.4289998,103.8350138,supermarket
Cold Storage,1.4292976,103.8357691,supermarket
Seven eleven,1.3234468,103.8173675,supermarket
Sheng Siong,1.310071,103.7687703,supermarket
NTUC FairPrice,1.3571301,103.8438701,supermarket
NTUC FairPrice Xtra,1.3331979,103.7428255,supermarket
Nafisa Grocery Store,1.3417884,103.6885444,supermarket
Indian (Tamil) Grocery Store,1.3415839,103.6920953,supermarket
Indian Grocery Store,1.3417003,103.6925857,supermarket
NTUC Fairprice,1.3269686,103.8464206,supermarket
FairPrice Finest,1.3036947,103.9029454,supermarket
Fairprice Xpress,1.3082402,103.907885,supermarket
Sheng Siong,1.3014833,103.7985027,supermarket
NTUC FairPrice,1.2847507,103.8293553,supermarket
Sheng Siong,1.4315023,103.7737451,supermarket
NTUC FairPrice,1.3652321,103.8650384,supermarket
NTUC FairPrice,1.331762,103.8505926,supermarket
Cold Storage,1.3098863,103.902122,supermarket
NTUC FairPrice,1.3970146,103.7472724,supermarket
Sheng Siong,1.3783815,103.7538826,supermarket
Prime,1.3807961,103.7518581,supermarket
NTUC FairPrice,1.3800132,103.7532539,supermarket
Prime,1.3778535,103.744165,supermarket
NTUC Fairprice,1.3088289,103.8619207,supermarket
Giant,1.3321583,103.8573011,supermarket
Cold Storage,1.3075324,103.8289836,supermarket
FairPrice Xtra @ Sports Hub,1.3041749,103.8728359,supermarket
Bes Price Minimart,1.312588,103.9000383,supermarket
Gateway Minimart & Trading,1.3146529,103.8985494,supermarket
Al Barakah,1.3151015,103.8982503,supermarket
81 Wholesalers & Trading,1.3142952,103.8988241,supermarket
I-Tec,1.3095028,103.8574489,supermarket
Koryo Mart,1.2804239,103.8473639,supermarket
Tanjong Hwaro,1.2782263,103.8438656,supermarket
Cold Storage,1.2746068,103.8443166,supermarket
NTUC Fairprice,1.3049616,103.7814866,supermarket
Giant,1.3102679,103.7880372,supermarket
NTUC FairPrice,1.3328116,103.8472498,supermarket
Sheng Siong,1.3080768,103.7858814,supermarket
Cold Storage,1.3128367,103.9235157,supermarket
NTUC Fairprice,1.3551916,103.9883413,supermarket
NTUC Fairprice,1.3561808,103.9863723,supermarket
Cold Storage,1.319605,103.8271903,supermarket
CS Fresh,1.3227092,103.8144067,supermarket
NTUC FairPrice,1.3242903,103.9238735,supermarket
Giant Express,1.3481032,103.6855222,supermarket
Prime Supermarket,1.3468178,103.6809884,supermarket
NTUC Pasar,1.3777363,103.7726306,supermarket
Giant,1.3786855,103.7728973,supermarket
Sheng Siong,1.3879115,103.7699226,supermarket
Cold Storage,1.3017518,103.7695285,supermarket
NTUC Fairprice,1.3142787,103.8887345,supermarket
Cold Storage,1.2920393,103.8425504,supermarket
NTUC Fairprice,1.4069699,103.9016244,supermarket
Indian Grocery Store,1.3437025,103.689662,supermarket
Indian Grocery Store,1.3433926,103.6908111,supermarket
Indian Grocery Store,1.3415355,103.6909282,supermarket
Convenience Store,1.3415163,103.6909,supermarket
TL98 International Provision Shop,1.4313522,103.8290218,supermarket
FairPrice,1.3665818,103.8415821,supermarket
NTUC FairPrice,1.3245854,103.9414492,supermarket
Sheng Siong,1.3529769,103.7437581,supermarket
Sheng Siong,1.3555088,103.7392341,supermarket
Sheng Siong,1.3324563,103.9255968,supermarket
NTUC Fairprice,1.2731352,103.8090769,supermarket
NTUC Fairprice,1.3076622,103.8848527,supermarket
Ellyza Frozen Food,1.4405928,103.8018411,supermarket
,1.3121463,103.7596285,supermarket
Ang Mo Supermarket,1.3362868,103.8480895,supermarket
NTUC Fairprice,1.3244802,103.9288247,supermarket
HAO Eccellente,1.3149206,103.8945139,supermarket
Cold Storage,1.2470189,103.8397133,supermarket
Sheng Siong,1.312653,103.8786231,supermarket
Tuas South Supermarket,1.2951161,103.6268595,supermarket
NTUC Fairprice,1.3785209,103.7639776,supermarket
Cold Storage,1.294999,103.8591405,supermarket
Giant Express,1.3421799,103.7761711,supermarket
Sheng Siong,1.2869661,103.8416702,supermarket
Giant,1.3497894,103.725451,supermarket
Warehouse Club,1.3272092,103.6786571,supermarket
NTUC FairPrice,1.315391,103.8985788,supermarket
Giant,1.3809089,103.8792312,supermarket
Sheng Siong,1.3292654,103.88833,supermarket
NTUC Fairprice,1.3850202,103.7604035,supermarket
NTUC FairPrice,1.371469,103.8470492,supermarket
NTUC Fairprice,1.3602084,103.9534624,supermarket
NTUC FairPrice,1.3657245,103.7493073,supermarket
NTUC FairPrice,1.348632,103.7492808,supermarket
Cold Storage,1.3501202,103.7494149,supermarket
208e Geylang,1.3119052,103.8765016,supermarket
Sheng Siong,1.3757418,103.8718519,supermarket
CS Fresh,1.3636865,103.7643794,supermarket
Giant,1.3854121,103.7662073,supermarket
German Market Place,1.3243853,103.8094584,supermarket
Eat Organic,1.3245822,103.8091521,supermarket
Fortune Supermarket,1.4556955,103.8145673,supermarket
Sheng Siong,1.3079553,103.8572122,supermarket
Mannai Supermarket,1.3044903,103.8545898,supermarket
Giant,1.2826694,103.8257856,supermarket
NTUC FairPrice,1.2898277,103.8267592,supermarket
NTUC FairPrice,1.3321123,103.9382333,supermarket
NTUC Fairprice,1.3536024,103.9405041,supermarket
NTUC Fairprice,1.3091415,103.7928136,supermarket
NTUC FairPrice,1.3345284,103.7201308,supermarket
Telok Blangah Mall,1.2736798,103.8089509,supermarket
Tampines Mart,1.3543718,103.9600249,supermarket
Sheng Siong,1.4110086,103.9003954,supermarket
U Stars Supermarket,1.4054147,103.8968874,supermarket
U Stars Megamart,1.403353,103.894994,supermarket
Smart99,1.353655,103.6881014,supermarket
NTUC Fairprice,1.4048623,103.9085261,supermarket
Prime,1.3232119,103.9240875,supermarket
Trading Store,1.3174181,103.6521903,supermarket
NTUC FairPrice,1.3744432,103.8856498,supermarket
NTUC FairPrice,1.3718302,103.8941221,supermarket
NTUC Fairprice,1.3863502,103.8931925,supermarket
Sheng Siong,1.4336189,103.7799353,supermarket
NTUC Fairprice,1.4399794,103.8005133,supermarket
Isetan,1.305645,103.831586,supermarket
Shine Korea Supermarket,1.3018337,103.8525786,supermarket
U Stars Supermarket,1.3964212,103.8890273,supermarket
NTUC FairPrice,1.3633878,103.8354915,supermarket
Ang Mo Supermarket,1.3687701,103.8346254,supermarket
NTUC FairPrice,1.3477065,103.7573892,supermarket
Sheng Siong,1.3023596,103.7637976,supermarket
Giant (Express),1.346701,103.757482,supermarket
NTUC FairPrice,1.4290442,103.7811686,supermarket
Iroha Mart,1.3008678,103.8452662,supermarket
U Stars Super Market,1.3778545,103.7494678,supermarket
Giant,1.3299687,103.9019594,supermarket
U Stars Supermarket,1.3742952,103.7465004,supermarket
Giant,1.3334291,103.914137,supermarket
Sheng Siong,1.3990861,103.8894388,supermarket
U Stars Supermarket,1.3326569,103.9145443,supermarket
Little Farms,1.3107524,103.795202,supermarket
Little Farms,1.2930751,103.8267442,supermarket
Little Farms,1.3170084,103.8434398,supermarket
Little Farms,1.2768898,103.845801,supermarket
Fair Price,1.4110973,103.8435897,supermarket
Sheng Siong,1.3324962,103.8671383,supermarket
Ang Mo Supermarket,1.3322734,103.8684226,supermarket
U Stars Xpress,1.3175959,103.8524655,supermarket
U Stars Mega Mart,1.3778764,103.7494081,supermarket
U Stars Supermarket,1.3899417,103.8928342,supermarket
NTUC Fairprice,1.2738786,103.8013013,supermarket
Prime supermarket,1.3210368,103.9347053,supermarket
NTUC FairPrice,1.3698274,103.8731096,supermarket
NTUC FairPrice,1.3773078,103.9035432,supermarket
NTUC Fairprice,1.2934982,103.7846403,supermarket
Sheng Siong,1.3487508,103.7032901,supermarket
Prime,1.3485988,103.6983097,supermarket
I-Tec,1.3134045,103.8851494,supermarket
Yes Natural Retail,1.3158211,103.8837425,supermarket
Sheng Siong,1.3522389,103.715901,supermarket
Shafen Supermarket,1.3211109,103.7382196,supermarket
Wah Cheong,1.3096677,103.8842822,supermarket
Swanston,1.2854613,103.8430302,supermarket
KDS Supermarket,1.3127942,103.8711163,supermarket
Maha mart,1.2740384,103.8103393,supermarket
Scoop Wholefoods,1.3047518,103.8234804,supermarket
Prime SuperMarket,1.4251164,103.8332429,supermarket
UnPackt,1.2772417,103.8486417,supermarket
UnPackt,1.3727295,103.8295882,supermarket
Cold Storage,1.3107963,103.8638602,supermarket
HAO Eccellente,1.2924588,103.8583556,supermarket
SuperNature,1.3061755,103.8288115,supermarket
Don Don Donki,1.311611,103.8565105,supermarket
NTUC FairPrice,1.3209299,103.8702956,supermarket
FairPrice,1.3190161,103.8638661,supermarket
NTUC FairPrice Finest,1.2910424,103.8502148,supermarket
NTUC FairPrice,1.331674,103.8685537,supermarket
NTUC FairPrice,1.4289409,103.8359955,supermarket
Sheng Siong,1.4018757,103.8921304,supermarket
Scarlett,1.29999,103.8543229,supermarket
NTUC FairPrice,1.3487949,103.8496434,supermarket
NTUC Fairprice,1.2769332,103.8313294,supermarket
NTUC FairPrice,1.3471669,103.7428387,supermarket
NTUC FairPrice,1.453886,103.8195194,supermarket
NTUC Fairprice,1.328377,103.8853008,supermarket
FairPrice Shop Blk 5 Eunos Crescent,1.3211968,103.9035553,supermarket
NTUC FairPrice Xtra,1.3348478,103.9637744,supermarket
NTUC Fairprice,1.2864788,103.8083891,supermarket
NTUC FairPrice,1.3158326,103.8982559,supermarket
NTUC FairPrice,1.3923315,103.872624,supermarket
NTUC FairPrice,1.3425048,103.7393663,supermarket
NTUC FairPrice,1.3455068,103.7311864,supermarket
NTUC Fairprice,1.3485084,103.7241529,supermarket
NTUC FairPrice,1.4170652,103.8353476,supermarket
NTUC FairPrice,1.3920764,103.7429541,supermarket
NTUC FairPrice,1.3317511,103.8791816,supermarket
NTUC Fairprice,1.4112844,103.8435315,supermarket
NTUC Fairprice,1.4027599,103.9133166,supermarket
NTUC Fairprice,1.2863838,103.8142036,supermarket
NTUC FairPrice Finest,1.3911684,103.8759756,supermarket
NTUC FairPrice,1.3540387,103.8707537,supermarket
NTUC FairPrice,1.3364335,103.8888115,supermarket
NTUC FairPrice,1.3554024,103.9325575,supermarket
NTUC FairPrice,1.3472751,103.9569647,supermarket
NTUC FairPrice,1.3126523,103.8727631,supermarket
NTUC FairPrice,1.3388217,103.8489919,supermarket
NTUC FairPrice,1.3117956,103.7591074,supermarket
NTUC FairPrice,1.3320147,103.7226023,supermarket
NTUC FairPrice Finest,1.4180875,103.8410061,supermarket
NTUC FairPrice,1.4246275,103.8466717,supermarket
Cold Storage,1.3314654,103.8067968,supermarket
Cold Storage,1.2775827,103.8525052,supermarket
Cold Storage,1.3368125,103.783834,supermarket
NTUC FairPrice Xtra,1.2647712,103.8230258,supermarket
Giant Express,1.4499976,103.81414,supermarket
Giant,1.3742656,103.8392817,supermarket
Sheng Siong,1.319175,103.7333208,supermarket
Sheng Siong,1.3444059,103.7553403,supermarket
Sheng Siong,1.3474556,103.7437317,supermarket
Sheng Siong,1.4507862,103.7968231,supermarket
Sheng Siong,1.3839521,103.7708865,supermarket
Sheng Siong,1.4311005,103.7985065,supermarket
Sheng Siong,1.4468922,103.8055002,supermarket
Sheng Siong,1.4489117,103.8323549,supermarket
Sheng Siong,1.4160254,103.8349534,supermarket
Sheng Siong,1.4201172,103.8435501,supermarket
Sheng Siong,1.3561466,103.9459483,supermarket
Sheng Siong,1.3140474,103.8704826,supermarket
Sheng Siong,1.2954188,103.8100462,supermarket
Sheng Siong,1.3216926,103.8596186,supermarket
Sheng Siong,1.3313147,103.9366634,supermarket
Sheng Siong,1.3670929,103.9647716,supermarket
Sheng Siong,1.3696509,103.9479234,supermarket
Sheng Siong,1.393146,103.8870307,supermarket
Sheng Siong,1.3518705,103.8360699,supermarket
Sheng Siong,1.3783709,103.9419858,supermarket
Sheng Siong,1.3390393,103.8554033,supermarket
Sheng Siong,1.3917064,103.8801703,supermarket
Sheng Siong,1.3978089,103.8813041,supermarket
Sheng Siong,1.402634,103.9165726,supermarket
Sheng Siong,1.4037905,103.9061683,supermarket
Giant,1.4524553,103.8172929,supermarket
Giant,1.4311426,103.7941833,supermarket
Giant,1.3647722,103.847405,supermarket
Giant,1.4057405,103.912079,supermarket
Giant,1.372842,103.8539753,supermarket
Giant,1.4171386,103.832905,supermarket
Giant,1.4005639,103.9105302,supermarket
Giant,1.4364339,103.8374596,supermarket
Giant,1.4250761,103.8473487,supermarket
Giant Bishan 512,1.3497162,103.8499272,supermarket
Giant,1.2777804,103.8192758,supermarket
Giant,1.2869001,103.8184225,supermarket
Giant Express,1.3833813,103.7711297,supermarket
Giant,1.3533018,103.8714468,supermarket
Giant Hougang 683,1.3737908,103.8861522,supermarket
Giant,1.3543836,103.9602606,supermarket
Giant,1.3690709,103.9585122,supermarket
Giant,1.3749201,103.9369569,supermarket
Giant,1.3663512,103.9645143,supermarket
Giant,1.3492091,103.9348376,supermarket
Giant,1.3337835,103.9308648,supermarket
Giant,1.3191162,103.8924825,supermarket
Giant,1.3056156,103.9154038,supermarket
Ang Mo Supermarket,1.4456364,103.8310112,supermarket
Ang Mo Supermarket,1.3580864,103.8442103,supermarket
Ang Mo Supermarket,1.3618993,103.8554186,supermarket
Ang Mo Supermarket,1.3716327,103.8802545,supermarket
Ang Mo Supermarket,1.3994303,103.9161651,supermarket
Ang Mo Supermarket,1.3993974,103.9064796,supermarket
Cold Storage,1.3008369,103.9054998,supermarket
Cold Storage,1.3008369,103.9054998,supermarket
Sheng Siong,1.4428927,103.7748706,supermarket
Hao Mart,1.3278267,103.8611225,supermarket
Hao Mart,1.3281476,103.8602173,supermarket
Toy Station,1.3225742,103.8137376,supermarket
Ang Mo Supermarket,1.4462194,103.8143512,supermarket
NTUC Fairprice,1.3361915,103.7868805,supermarket
Prime,1.3952215,103.8959287,supermarket
Sheng Siong,1.4353435,103.7759132,supermarket
Hao Mart,1.3730856,103.8295881,supermarket
Meidi-Ya,1.2939643,103.8319923,supermarket
Selvi Stores,1.3061466,103.8500303,supermarket
Wet Market,1.3473084,103.7438535,supermarket
Sheng Siong,1.3443716,103.7550894,supermarket
NTUC FairPrice,1.334117,103.7403709,supermarket
Jmart,1.364222,103.8489685,supermarket
Haniffa,1.3058966,103.8526085,supermarket
Meidi-Ya,1.2918384,103.8595448,supermarket
Don Don Donki,1.2635544,103.8202252,supermarket
HAO Eccellente,1.293658,103.855349,supermarket
Sheng Siong,1.3610846,103.9374407,supermarket
NTUC Fairprice,1.3271466,103.6779931,supermarket
Sheng Siong,1.3918936,103.871457,supermarket
Prime,1.3963709,103.9090457,supermarket
DON DON DONKI Jem,1.3327906,103.7430876,supermarket
NTUC FairPrice Finest,1.317775,103.8929956,supermarket
NTUC Fairprice,1.30519,103.8513117,supermarket
FairPrice SingPost Centre,1.3190301,103.8938497,supermarket
Prime Supermarket,1.3081107,103.8605103,supermarket
Hao Mart,1.3082098,103.8604142,supermarket
Value Dollar,1.3337369,103.9142968,supermarket
NTUC FairPrice,1.4430051,103.8306834,supermarket
Interior Artist Pte Ltd,1.3131662,103.8566188,supermarket
,1.3180595,103.8614978,supermarket
YeoExpress,1.380551,103.7696864,supermarket
Prime,1.3485388,103.7428281,supermarket
my Supermarket,1.313576,103.8569542,supermarket
The Captain Superstore,1.3263118,103.8425333,supermarket
Giant Express,1.3726391,103.8538715,supermarket
NTUC FairPrice,1.3599355,103.9696555,supermarket
NTUC Fairprice,1.3085642,103.7847344,supermarket
Save Mart,1.2814277,103.8421059,supermarket
Univers-Markt Enterprise Pte. Ltd.,1.3110935,103.7716015,supermarket
Free & Easy Minimart,1.3137808,103.7624229,supermarket
U Stars Supermarket @ 345,1.3175955,103.7693303,supermarket
Redman,1.4169957,103.9019048,supermarket
Giant Supermarket,1.4166861,103.9017438,supermarket
Ramya Minimart,1.3614167,103.9580841,supermarket
M28 Minimart,1.3873727,103.7726114,supermarket
Ang Mo Supermarket,1.4382576,103.803627,supermarket
Sri Murugan,1.3495601,103.9332669,supermarket
Ang Mo Supermarket,1.4382764,103.8036399,supermarket
Prime Supermarket,1.4447047,103.8159919,supermarket
U Stars Xpress,1.3702816,103.8721951,supermarket
Krishna Stores,1.3851473,103.7429918,supermarket
U Stars Supermarket,1.2739509,103.8086629,supermarket
U Stars Supermarket,1.3510967,103.9293207,supermarket
U Stars Supermarket,1.4151041,103.8399222,supermarket
U Stars Supermarket,1.4404745,103.806297,supermarket
U Stars Supermarket,1.3533544,103.9525615,supermarket
U Stars Supermarket,1.3810408,103.7522696,supermarket
U Stars Supermarket,1.3786288,103.9421553,supermarket
U Stars Supermarket,1.4366436,103.8366613,supermarket
U Stars Supermarket,1.3320409,103.9305111,supermarket
U Stars Supermarket,1.3148526,103.8823136,supermarket
U Stars Supermarket,1.345878,103.9454948,supermarket
U Stars Supermarket,1.3300973,103.9010705,supermarket
U Stars Supermarket,1.3399945,103.7731494,supermarket
U Stars Supermarket,1.3414333,103.6912467,supermarket
U Stars Supermarket,1.3532511,103.8897356,supermarket
Ang Mo Supermarket,1.336438,103.8728643,supermarket
U Star Supermarket,1.3492994,103.9348381,supermarket
Don Don Donki,1.377213,103.9549765,supermarket
Jason's Deli,1.2844899,103.8602433,supermarket
Prime Supermarket,1.3736137,103.8713274,supermarket
Prime Supermarket,1.334275,103.8788956,supermarket
Prime Supermarket,1.3518731,103.8796115,supermarket
Prime Supermarket,1.4288283,103.8500035,supermarket
Prime Supermarket,1.3540084,103.8909356,supermarket
Prime Supermarket,1.3485344,103.9339014,supermarket
Prime Supermarket,1.3647233,103.9373235,supermarket
NTUC Fairprice,1.3561864,103.7407008,supermarket
NTUC Fairprice,1.3686099,103.856046,supermarket
NTUC FairPrice,1.345386,103.9454495,supermarket
NTUC FairPrice,1.3483943,103.9481354,supermarket
Bizgram Asia Pte Ltd,1.3032323,103.8531612,supermarket
Pick & Go,1.3407298,103.9627729,supermarket
UglyFood,1.3407334,103.9626627,supermarket
Farmer,1.326405,103.8467095,supermarket
,1.2919972,103.8508677,supermarket
PRIME,1.3230167,103.9240385,supermarket
Scoop Wholefoods,1.4060061,103.9021265,supermarket
Fancy Mart,1.3053624,103.9047745,supermarket
J-mart,1.3054399,103.904823,supermarket
Sri Murugan,1.3429652,103.9531897,supermarket
Giant Supermarket,1.3432179,103.9532924,supermarket
HAO Eccellente,1.3076599,103.8335416,supermarket
KL Mart,1.3298063,103.8738978,supermarket
New Econ,1.3277292,103.8852461,supermarket
Hao Mart,1.399826,103.9193669,supermarket
NTUC FairPrice Finest,1.3104,103.7961374,supermarket
J Mart,1.3720748,103.8887513,supermarket
Fairprice Xpress,1.3007277,103.8496842,supermarket
Li Cheng Supermarket,1.4025273,103.9013643,supermarket
HAO Mart,1.3998191,103.9194725,supermarket
Scarlett,1.4068218,103.9029569,supermarket
Fortune Supermarket,1.4020081,103.9137946,supermarket
Don Don Donki,1.3208756,103.8439889,supermarket
Sheng Siong,1.3878258,103.763142,supermarket
Balu Supermarket,1.3218547,103.6605328,supermarket
Mei Tang,1.3262681,103.8637132,supermarket
Sheng Siong,1.3571637,103.7436814,supermarket
FairPrice Senja Heights,1.3869539,103.7616549,supermarket
FairPrice Xpress,1.304817,103.7725315,supermarket
Honest Bee Habitat,1.2762273,103.7971243,supermarket
Sheng Siong,1.3632233,103.8952516,supermarket
FairPrice Finest,1.3825576,103.8922195,supermarket
Fairprice Xpress,1.3184958,103.9024297,supermarket
FairPrice Finest,1.3505336,103.8488463,supermarket
Scarlett Supermarket,1.3338571,103.8877974,supermarket
BNM Trading,1.3103697,103.9018416,supermarket
NTUC FairPrice Finest,1.3385533,103.8712185,supermarket
Eccellente by Hao Mart,1.316766,103.7831583,supermarket
MCP FAIRMART _¾éè¶__,1.3328871,103.9379857,supermarket
Chaung Thar Myanmar Minimart,1.3438372,103.7367607,supermarket
Thai Supermarket,1.3097081,103.8643862,supermarket
"Sing Hiong Market, Bakery & Confectionery",1.3331217,103.8787865,supermarket
Sri Murugan Trading Pte Ltd,1.3472178,103.7576464,supermarket
NTUC Fairprice,1.397714,103.9196121,supermarket
Quan Shui Wet Market,1.3836916,103.8280781,supermarket
NTUC Fairprice,1.3655022,103.7750303,supermarket
HAO Eccellente,1.3011717,103.8404406,supermarket
Don Don Donki,1.3596752,103.9895144,supermarket
Shine Korea,1.30938,103.8642993,supermarket
,1.3224483,103.859819,supermarket
Shwe Innwa,1.2921331,103.8509462,supermarket
OVM Super Store,1.3228067,103.8522385,supermarket
Sheng Siong,1.4328979,103.8413083,supermarket
CS Fresh,1.3114694,103.7938895,supermarket
NTUC Fairprice,1.3251781,103.8510683,supermarket
Big G Market,1.3153671,103.9054847,supermarket
Finest Gourmet,1.3167154,103.835276,supermarket
Shine Korea,1.2964128,103.8538356,supermarket
NTUC FairPrice Finest Clarke Quay,1.2910606,103.8454824,supermarket
Little Farms,1.3068977,103.9044849,supermarket
NTUC Fairprice,1.3968408,103.8887344,supermarket
Sheng Siong,1.4264721,103.8523288,supermarket
Ang mo supermarket,1.3362266,103.8481281,supermarket
CS Fresh,1.3172829,103.8361658,supermarket
Cold Storage,1.3734003,103.9483566,supermarket
Scarlett Supermarket,1.3735783,103.9485573,supermarket
Shafen Supermarket,1.3212835,103.7368405,supermarket
Giant Supermarket,1.3577052,103.7341028,supermarket
Norman,1.401599,103.8925761,supermarket
Shine Korea,1.3010984,103.8552433,supermarket
Sheng Siong,1.3221996,103.7637347,supermarket
Scarlett,1.4181227,103.9012068,supermarket
Scarlett __å®,1.2851743,103.8447256,supermarket
Scarlett __å®,1.3918557,103.8759328,supermarket
Scarlett __å®,1.3342909,103.7427095,supermarket
TaoYuan æ¡__,1.4295823,103.8356806,supermarket
NTUC FairPrice Finest,1.3521474,103.9439445,supermarket
Sheng Siong,1.3171819,103.9466204,supermarket
FairPrice,1.4174709,103.9113649,supermarket
Giant Mega Tampines,1.3721266,103.9319998,supermarket
Sunnychoice,1.3593085,103.7676508,supermarket
Cold Storage,1.3603085,103.7675591,supermarket
Fair Price,1.3235495,103.6653511,supermarket
