name,lat,lon,category
Frank Muller,1.3604782,103.989954,clothing_store
Iroo,1.3599457,103.9891164,clothing_store
Jack Wills,1.3600265,103.9890648,clothing_store
Mark Nason Los Angeles X Skechers,1.360117,103.9890223,clothing_store
Lacoste,1.3601841,103.9889954,clothing_store
Calvin Klein,1.360315,103.9889745,clothing_store
Evisu,1.3607941,103.9893073,clothing_store
Love Moschino,1.3608186,103.98936,clothing_store
Hugo Boss,1.3607961,103.9894762,clothing_store
Fred Perry,1.3601163,103.989288,clothing_store
Puma,1.3603666,103.9893169,clothing_store
Timberland,1.3603084,103.989286,clothing_store
Nike,1.3608378,103.9896777,clothing_store
Urban Revivo,1.3608155,103.9893935,clothing_store
Fila,1.3600022,103.9890784,clothing_store
Kappa,1.3601182,103.9892956,clothing_store
Cotton On Kids,1.3605462,103.9896867,clothing_store
Turtle,1.3605482,103.9896165,clothing_store
Bloomb,1.3607949,103.9895912,clothing_store
Petit Bateau,1.3607848,103.9894948,clothing_store
Michael Kors,1.3616316,103.9912504,clothing_store
Gucci,1.3617095,103.9910806,clothing_store
Burberry,1.3617532,103.9910017,clothing_store
Hugo Boss,1.3618864,103.9907774,clothing_store
Uniqlo,1.3630822,103.9891362,clothing_store
Tory Burch,1.3618911,103.9911975,clothing_store
HermÃ¨s,1.3619779,103.9910302,clothing_store
Charles and Keith,1.3621147,103.99123,clothing_store
BloomB,1.3622429,103.9910425,clothing_store
Cotton On,1.3010071,103.9056701,clothing_store
GG<5,1.3017347,103.9048249,clothing_store
Giordano,1.3013644,103.9050283,clothing_store
G2000,1.3011281,103.9051955,clothing_store
Levi's,1.3010821,103.9052491,clothing_store
Esprit,1.3011454,103.9056838,clothing_store
Fond,1.3012565,103.9053631,clothing_store
Chomel,1.3013634,103.9052766,clothing_store
Bella Marie France,1.3017525,103.9047939,clothing_store
Cotton on Kids,1.3012976,103.90493,clothing_store
Mothercare,1.3010477,103.905086,clothing_store
Chateau de Sable,1.3010639,103.9049641,clothing_store
Surene Collection,1.3013945,103.9050505,clothing_store
Sun Paradise,1.3013532,103.9050517,clothing_store
in 2Kids,1.3013241,103.9049961,clothing_store
J@Wardrobe,1.3016948,103.9050489,clothing_store
Only Luxury Collection,1.3016432,103.9050918,clothing_store
Winter Time,1.301514,103.9052122,clothing_store
NaNa Reve de La,1.3016047,103.9051451,clothing_store
Rose of Sharon,1.3015836,103.9051651,clothing_store
Young Hearts,1.3015556,103.9051841,clothing_store
Showgirl,1.3013364,103.9053096,clothing_store
Uniqlo,1.3016879,103.9046367,clothing_store
The Chinese Wedding Shop,1.3014592,103.9055011,clothing_store
,1.3258343,103.9311448,jewelry_store
Michael Trio,1.2775969,103.8437183,jewelry_store
Chakra,1.2785956,103.8437938,jewelry_store
Vivo Diamonds,1.2784567,103.8439393,jewelry_store
Pandora,1.3557559,103.9891226,jewelry_store
SK Jewellery,1.3552615,103.9887266,jewelry_store
Beads etc,1.3010039,103.8389151,jewelry_store
Pure Gold,1.3624264,103.9898316,jewelry_store
1st Jewellery,1.3122859,103.8779112,jewelry_store
Kedai Emas Kampong Melayu,1.3150425,103.8982985,jewelry_store
Diamond Industries,1.3244117,103.8093905,jewelry_store
,1.2832689,103.846005,jewelry_store
Chan Foon Jade & Jewellery,1.2824838,103.8455343,jewelry_store
On Cheong,1.2823636,103.845468,jewelry_store
Kamala Jewellers,1.3097786,103.8553637,jewelry_store
Jewellery City Co. Pte Ltd,1.2908759,103.8255655,jewelry_store
Autium Jewellery,1.296158,103.8303068,jewelry_store
Meena,1.306551,103.8519307,jewelry_store
MKM,1.3067301,103.8521038,jewelry_store
A. R. Jewellers,1.3070439,103.8523106,jewelry_store
Gold & Silver,1.2989504,103.8466044,jewelry_store
Merlin Goldsmith,1.3064609,103.8516566,jewelry_store
Satya Jewellery,1.3065469,103.8517114,jewelry_store
Abbirame,1.3070902,103.8521312,jewelry_store
Cartier,1.3026815,103.8347892,jewelry_store
Swarovski,1.3013554,103.838299,jewelry_store
MB Jewellery,1.3067677,103.82903,jewelry_store
JannPaul,1.3057009,103.8300087,jewelry_store
Heng Heng,1.3718469,103.893856,jewelry_store
TimeX Jewellers,1.3092808,103.8550057,jewelry_store
Heart To Heart Jewellery,1.2642302,103.8203791,jewelry_store
Ho Bee,1.392318,103.8948512,jewelry_store
Poh Heng,1.3922453,103.8948382,jewelry_store
SK Jewellery,1.3920056,103.8949792,jewelry_store
Goldheart,1.3919451,103.8948888,jewelry_store
Moneymax Jewellery,1.3923874,103.8948667,jewelry_store
Pandora,1.3038406,103.8317876,jewelry_store
Pandora,1.2937087,103.8529891,jewelry_store
Pandora,1.350376,103.8485688,jewelry_store
Pandora,1.295306,103.8593302,jewelry_store
Pandora,1.3025818,103.8350411,jewelry_store
Pandora,1.3506661,103.8725107,jewelry_store
Pandora,1.2999569,103.8451456,jewelry_store
Pandora,1.2982836,103.8548803,jewelry_store
Pandora,1.2838191,103.8590623,jewelry_store
Pandora,1.26403,103.8218432,jewelry_store
Pandora,1.3341333,103.7427942,jewelry_store
Pandora,1.3553145,103.9889838,jewelry_store
Pandora,1.3391524,103.704808,jewelry_store
Pandora,1.3523954,103.9446971,jewelry_store
Pandora,1.3383352,103.9832829,jewelry_store
Swarovski,1.263853,103.821818,jewelry_store
Swarovski,1.3002346,103.8448037,jewelry_store
Swarovski,1.3524249,103.9448929,jewelry_store
Swarovski,1.3386776,103.9836332,jewelry_store
Swarovski,1.2935395,103.8318807,jewelry_store
Swarovski,1.2820563,103.8576559,jewelry_store
Swarovski,1.355124,103.9886319,jewelry_store
Swarovski,1.2953861,103.8589084,jewelry_store
Swarovski,1.2940885,103.8529038,jewelry_store
Swarovski,1.3333746,103.7433336,jewelry_store
Swarovski,1.3012734,103.8382078,jewelry_store
Swarovski,1.3025378,103.8374929,jewelry_store
Swarovski,1.3029317,103.8344507,jewelry_store
Swarovski,1.3037994,103.8353074,jewelry_store
Swarovski,1.3506676,103.8721551,jewelry_store
Swarovski,1.3625932,103.9893252,jewelry_store
Mukuthi Corner,1.3068637,103.8516219,jewelry_store
Pandora,1.3011029,103.9053061,jewelry_store
Pandora,1.3011029,103.9053061,jewelry_store
Swarovski,1.3010676,103.9054426,jewelry_store
Pandora,1.3011029,103.9053061,jewelry_store
Swarovski,1.3010676,103.9054426,jewelry_store
,1.3073304,103.8506711,jewelry_store
SK,1.372526,103.8936664,jewelry_store
Mukuthi Corner,1.3068318,103.8516606,jewelry_store
Jewellery Repair Service,1.3506065,103.850404,jewelry_store
Funan Jewellery,1.2912205,103.8512137,jewelry_store
Poh Heng,1.3699384,103.8475206,jewelry_store
Taka Jewellery,1.3698174,103.8475279,jewelry_store
Emperor Watch And Jewellery,1.3039349,103.8329724,jewelry_store
Gordon Max,1.3048073,103.8309654,jewelry_store
Jody Apparel,1.3055584,103.8298939,jewelry_store
House Of Hung,1.3054634,103.8303322,jewelry_store
1st Jewellery,1.3151135,103.8937488,jewelry_store
Plaza Gems,1.3148272,103.8935028,jewelry_store
Goldheart,1.2991293,103.8554302,jewelry_store
Venus Tears,1.2991677,103.8554583,jewelry_store
Lee Hwa's JewelPlay,1.2992677,103.8555408,jewelry_store
Meyson,1.299027,103.855354,jewelry_store
Taka Jewellery Radiance,1.2990631,103.8553826,jewelry_store
SK Gold,1.2990948,103.8554001,jewelry_store
Fu Heng Jewellery,1.3332344,103.850176,jewelry_store
Poh Heng,1.3322806,103.8501633,jewelry_store
Aladdin's,1.3064839,103.8525095,jewelry_store
Cartier,1.2933803,103.8517634,jewelry_store
Goldheart,1.3202911,103.843725,jewelry_store
Youth Jewellery,1.305236,103.8324306,jewelry_store
Larry Jewelry,1.3057514,103.8328337,jewelry_store
BullionStar,1.2882952,103.847127,jewelry_store
Hock Ann Jewellers,1.3016741,103.8544136,jewelry_store
Anemani,1.3068607,103.8518943,jewelry_store
Gold Scale,1.3165935,103.8980664,jewelry_store
ValueMax Jewellery,1.3160698,103.8981733,jewelry_store
Everest Jewellery,1.3159525,103.8981833,jewelry_store
Meyson,1.3157632,103.8982658,jewelry_store
Ming Seng Goldsmith,1.3157261,103.8983326,jewelry_store
Hong Sheng,1.316031,103.8985536,jewelry_store
Diamond Gallery,1.3037943,103.9009257,jewelry_store
Million Goldsmiths,1.3082696,103.8622993,jewelry_store
Corinne,1.2917561,103.858075,jewelry_store
Poh Heng,1.2933939,103.8574607,jewelry_store
Mustafa Jewellery,1.3099759,103.8560112,jewelry_store
Me Nah Jewelry,1.3156883,103.8989793,jewelry_store
Cartier,1.2547669,103.8197696,jewelry_store
Swarovski,1.2559969,103.8189276,jewelry_store
Tiffany & Company,1.2551553,103.8192122,jewelry_store
,1.285895,103.8030094,jewelry_store
Taka Jewellery,1.3388232,103.705522,jewelry_store
_¨å¤§ç¦,1.338764,103.7053311,jewelry_store
Poh Heng,1.338911,103.7057996,jewelry_store
SK,1.3388316,103.7055889,jewelry_store
SK Gold,1.339,103.7060535,jewelry_store
SK Jewellery,1.3854639,103.7448429,jewelry_store
Poh Kim Diamond & Gem,1.2808083,103.8224616,jewelry_store
Creative Jewellery Studio (CJS),1.2989381,103.8530949,jewelry_store
Curious Creatures,1.2934124,103.8322418,jewelry_store
Bliing,1.2935616,103.8321549,jewelry_store
Chomel,1.293469,103.8322064,jewelry_store
Ani Mani,1.3064263,103.8516285,jewelry_store
Crown Jewels,1.3185203,103.8631975,jewelry_store
U Jade Jewellery,1.2836437,103.8432577,jewelry_store
Lovesignia,1.3112694,103.8634296,jewelry_store
Kim Poh Hong,1.2846821,103.8468004,jewelry_store
Swarovski,1.3538707,103.9890855,jewelry_store
Poh Li Mei Jewellery,1.2834275,103.816557,jewelry_store
Goldheart Jewelry,1.3733849,103.9485802,jewelry_store
SK Jewellery,1.3735746,103.9486414,jewelry_store
Pandora,1.2990599,103.8555866,jewelry_store
SK Jewellery,1.3824537,103.8925098,jewelry_store
Luvenus,1.3550538,103.9854447,jewelry_store
Goldheart,1.3917111,103.8759067,jewelry_store
Nanyang Jade & Jewelry,1.3015108,103.8546497,jewelry_store
GMT Jewellers,1.306353,103.8518973,jewelry_store
Ishtara,1.3072255,103.8520788,jewelry_store
Soon Huat Goldsmith,1.3071499,103.8524758,jewelry_store
Selvasegara,1.3071928,103.8524921,jewelry_store
RST,1.3073934,103.8521892,jewelry_store
Arthesdam,1.3075439,103.8522882,jewelry_store
GRT,1.3076361,103.8523489,jewelry_store
Kamala Jewellers,1.3062692,103.851506,jewelry_store
Golden Villa,1.3063331,103.8515525,jewelry_store
Abiraame,1.3063626,103.8515741,jewelry_store
Chennai,1.3063906,103.8515943,jewelry_store
Alka,1.3065266,103.8516479,jewelry_store
Abiraame,1.3067932,103.8518476,jewelry_store
Kamala Jewellers,1.3068932,103.8518404,jewelry_store
Arthesdam,1.3069256,103.8518684,jewelry_store
Malabar,1.307078,103.8519816,jewelry_store
Malabar,1.309888,103.8551067,jewelry_store
,1.3568173,103.9867026,jewelry_store
Swarovski,1.3567303,103.9866671,jewelry_store
Tiffany & Company,1.355287,103.9860006,jewelry_store
Joyalukkas,1.3124157,103.8561334,jewelry_store
Diamanti Per Tutti,1.36066,103.9894202,jewelry_store
Sincere Fine Watches,1.3604337,103.9900321,jewelry_store
_¨å¤§ç¦,1.3603692,103.9900991,jewelry_store
Orient Crown,1.3595904,103.9897049,jewelry_store
Asian Artistry Fine Jewellery,1.3598552,103.989277,jewelry_store
Daniel Wellington,1.3599106,103.9892182,jewelry_store
Risis TrÃ©sor,1.3604616,103.9890628,jewelry_store
Xi,1.3603964,103.9890423,jewelry_store
Swarovski,1.3615933,103.9913576,jewelry_store
Pandora,1.3617652,103.9914608,jewelry_store
Lovisa,1.3014487,103.9052674,jewelry_store
Swarovski,1.3016953,103.9050498,jewelry_store
Pandora,1.3018825,103.9049446,jewelry_store
Meyson,1.301608,103.9049244,jewelry_store
Poo Heng,1.3014986,103.9049941,jewelry_store
Goldheart,1.3011682,103.9052291,jewelry_store
Princess Jewelry,1.3010637,103.9053,jewelry_store
Taka,1.3017643,103.9050007,jewelry_store
APM Monaco,1.3605595,103.9890849,jewelry_store
Popular Bookstore,1.3095696,103.7771709,bookstore
Popular,1.3402191,103.7066812,bookstore
Books Kinokuniya Bugis Junction Store,1.299605,103.8554852,bookstore
Kinokuniya,1.3031381,103.8340384,bookstore
The Golden Book Factory,1.3112828,103.7949285,bookstore
Wonderific Comics,1.3102732,103.7954323,bookstore
Times Travel,1.361628,103.9917286,bookstore
Popular,1.3387585,103.7787493,bookstore
Katong Catholic Book Centre,1.3068188,103.9064897,bookstore
Seng Yew Book Store,1.3120349,103.9050257,bookstore
Popular,1.3923982,103.8951571,bookstore
Wardah Books,1.301666,103.85951,bookstore
NUS Co-op@LT27,1.2969498,103.7807085,bookstore
Postcard,1.2826724,103.8433999,bookstore
Sembawang Book Store,1.371295,103.8471021,bookstore
Popular,1.3345631,103.7427958,bookstore
ISEAS Publishing,1.291298,103.7767885,bookstore
NUS Co-op,1.3190126,103.8167708,bookstore
first words,1.3115456,103.8567721,bookstore
Popular,1.2864064,103.8266811,bookstore
Popular,1.3505158,103.8722286,bookstore
Popular,1.350342,103.8487173,bookstore
Popular,1.3722462,103.8936136,bookstore
Popular,1.2645912,103.8210569,bookstore
Popular,1.3321199,103.8469453,bookstore
Jing Ji Books & Cafe,1.3159054,103.8857566,bookstore
Epigram Books,1.3429897,103.8459426,bookstore
Basheer Graphic Books,1.2966377,103.8536159,bookstore
Littered with Books,1.2795649,103.8434372,bookstore
The Moon,1.2838124,103.8450699,bookstore
Booklink,1.3485415,103.6796674,bookstore
Maha Yu Yi,1.2967212,103.8539554,bookstore
Knowledge Book Centre,1.2968991,103.8536696,bookstore
Popular,1.2969427,103.8535247,bookstore
Popular,1.3525113,103.9446213,bookstore
Popular,1.3724087,103.9493453,bookstore
Popular,1.3501745,103.7493863,bookstore
Pacific Bookstores,1.307448,103.7985748,bookstore
MPH,1.3190391,103.8942312,bookstore
Popular,1.3176946,103.8926952,bookstore
Popular,1.4024741,103.9133309,bookstore
The Zall Bookstore,1.3044131,103.8306362,bookstore
Books Ahoy!,1.3061276,103.8288656,bookstore
Popular,1.359304,103.8848778,bookstore
Xi-An Bookstore @ Hougang,1.3594936,103.8883262,bookstore
Popular,1.3911266,103.8759815,bookstore
Popular,1.4361408,103.7862316,bookstore
Epicgram,1.2798344,103.8452141,bookstore
Pink Ponk Comics,1.304137,103.9039258,bookstore
Junior p@ge,1.3053433,103.9050815,bookstore
G&B Comics,1.3082007,103.862225,bookstore
Dignity Mama Stall,1.3949506,103.8931269,bookstore
Popular,1.3429286,103.9528788,bookstore
Book Treasure,1.3007877,103.8493502,bookstore
,1.3009357,103.7854192,bookstore
Popular,1.3383621,103.8720406,bookstore
bommoi,1.2943519,103.8496298,bookstore
Popular å¤§ä_ä¹¦å_,1.385385,103.7450538,bookstore
Book Bar,1.2780429,103.8432318,bookstore
Seabreeze Bookshop,1.3282709,103.877179,bookstore
The English Islamic Bookshop,1.3156741,103.8966768,bookstore
Popular,1.3176347,103.8435845,bookstore
Elm Tree Books,1.3733984,103.9488176,bookstore
____¸å(Grassroots Book Room),1.2791317,103.8404795,bookstore
Shing Lee Bookstore,1.3865588,103.8980466,bookstore
Evernew Book Store,1.342277,103.7764845,bookstore
Salaam Media,1.3020163,103.8575281,bookstore
Popular,1.4300627,103.8357976,bookstore
Books Without Borders,1.2811141,103.8452116,bookstore
Du Yi Bookshop,1.3211414,103.8460438,bookstore
Read More,1.2887091,103.8052219,bookstore
WHSmith,1.3554314,103.9855137,bookstore
Bookhaven,1.3046539,103.7726321,bookstore
Dignity Mama Stall,1.2934248,103.7846076,bookstore
Wood in the Books,1.2823975,103.8303591,bookstore
Bookshop,1.305786,103.8910318,bookstore
Takashimaya,1.3025211,103.8353202,department_store
,1.2839265,103.8650441,department_store
Isetan,1.3055893,103.8316799,department_store
Metro,1.3040319,103.8359709,department_store
Tangs,1.3047546,103.8330692,department_store
Marks & Spencer,1.3008258,103.8452495,department_store
Tangs,1.2649076,103.8213322,department_store
BHG,1.3507944,103.848927,department_store
Metro,1.4362016,103.7854854,department_store
Isetan,1.3502242,103.8731544,department_store
Isetan,1.3524297,103.9451051,department_store
OG People's Park,1.2851945,103.8431612,department_store
OG,1.3021872,103.8539002,department_store
Yue Hwa,1.2849331,103.8435035,department_store
BHG,1.3000381,103.8560703,department_store
myCK,1.2828826,103.8426258,department_store
Oxley bizhub 2,1.3319936,103.8919347,department_store
Mustafa Centre,1.3101174,103.8553229,department_store
Japan Home,1.3006548,103.8545147,department_store
Kian Joo Vegetarian Food Supply Centre _¥è___ä¾___.,1.3161426,103.8875293,department_store
M&S Outlet,1.2642647,103.8230678,department_store
Don Don Donki,1.3007941,103.8395,department_store
Spotlight,1.3005626,103.8451381,department_store
_¡å___,1.3010269,103.8449715,department_store
Bee Huat Department Store,1.3332638,103.9145033,department_store
Lim Aik Seng Departmental Store,1.3329111,103.9149701,department_store
Don Don Donki,1.275015,103.8437469,department_store
Courts,1.3318811,103.8498384,department_store
Japan Home,1.2642799,103.8200426,department_store
Don Don Donki Clarke Quay Central,1.2890537,103.8467263,department_store
Marks & Spencer,1.3015533,103.9051644,department_store
M&S Outlet,1.2945558,103.8533717,department_store
Marks & Spencer,1.303487,103.83587,department_store
Marks & Spencer,1.3047328,103.8306664,department_store
Muji,1.3001996,103.8559688,department_store
Marks & Spencer,1.3013496,103.9048823,department_store
,1.3022503,103.8542732,department_store
Harvey Norman,1.3013709,103.8397347,department_store
_¡å___,1.3042778,103.8321679,department_store
Muji,1.3332064,103.7429051,department_store
_¡å___,1.2947275,103.8532434,department_store
Muji,1.3033929,103.8356361,department_store
Muji,1.3009232,103.8383746,department_store
Muji,1.3540529,103.9450256,department_store
Harvey Norman,1.3498125,103.7493112,department_store
ValueHub,1.286033,103.8287011,department_store
myCK,1.3717131,103.8467519,department_store
myCK,1.359357,103.8864027,department_store
Fancy Collection,1.3146216,103.8949356,department_store
Marks & Spencer,1.3351807,103.7465925,department_store
Dcpro Bike,1.3262915,103.8968744,department_store
Da You (Chinatown) Departmental Store Pte Ltd å¤§æ_è¶___¾è²¨ï¼_äººï______,1.2829501,103.8426765,department_store
_¡å___,1.2747604,103.8435435,department_store
Marks & Spencer,1.3174895,103.8926132,department_store
Muji,1.4146092,103.9091028,department_store
,1.4315225,103.8278411,department_store
Marks & Spencer,1.3013107,103.9056088,department_store
,1.3893648,103.8862866,cafe
,1.3314661,103.9482377,cafe
Tiong Bahru Bakery,1.3013209,103.8400063,cafe
PS cafe,1.3047042,103.8110709,cafe
PS Cafe,1.3068516,103.8298378,cafe
Coffee Shop - Chicken Rice,1.348953,103.93298,cafe
Mixue,1.3003144,103.8552471,cafe
Grill & Pasta,1.3722892,103.8290509,cafe
The Tea Party,1.2994266,103.7752657,cafe
Coffee Express,1.3695931,103.9572551,cafe
KPT,1.3703592,103.9581207,cafe
Starbucks,1.4479064,103.8194535,cafe
Bistro Lab,1.3438352,103.9318335,cafe
Starbucks,1.3388938,103.705622,cafe
Coffee Shops,1.3066948,103.8003488,cafe
Killiney Kopitiam,1.3138534,103.9889459,cafe
Temptations Food & Snacks,1.314404,103.988834,cafe
Pines Cafe,1.3344354,103.8427357,cafe
,1.3405679,103.7047998,cafe
"CafÃ©@Moberly, Student Hub@Moberly",1.3080582,103.7784074,cafe
Starbucks,1.3064544,103.8324156,cafe
Coffee Club,1.3050836,103.8312388,cafe
Coastal Rhythm,1.3056033,103.9317231,cafe
The Coffee Bean & Tea Leaf,1.2512356,103.8177296,cafe
Starbucks,1.3055489,103.7728511,cafe
The Royals Bistro,1.3037933,103.7738694,cafe
Starbucks,1.3019206,103.849799,cafe
The Coffee Bean & Tea Leaf,1.3875539,103.8692488,cafe
Toast Box,1.3875441,103.8691857,cafe
The Coffee Bean & Tea Leaf,1.3308411,103.7957118,cafe
Cheers,1.3096411,103.7771748,cafe
Starbucks,1.3095202,103.7769601,cafe
Starbucks,1.2826991,103.8653995,cafe
Cafe Hotshot,1.3083429,103.7799025,cafe
Nanyang Old Coffee,1.2818086,103.8448952,cafe
Starbucks,1.306993,103.828628,cafe
s(he)brews cafÃ©,1.2992209,103.801392,cafe
Toby's Estate,1.2899337,103.8374006,cafe
Kith Cafe,1.2897265,103.8380311,cafe
The Coffee Bean & Tea Leaf,1.3064522,103.828494,cafe
Earlybird,1.3028912,103.8581886,cafe
White Rabbit Cafe,1.2906084,103.8451839,cafe
Cafe O,1.2998702,103.8548425,cafe
Starbucks,1.4352133,103.7868133,cafe
Starbucks,1.4368039,103.7866249,cafe
Starbucks,1.3799583,103.7641858,cafe
Flock CafÃ©,1.2835291,103.8302138,cafe
NTUC Foodfare,1.3096712,103.7685046,cafe
One More Bread,1.3099436,103.7686452,cafe
,1.3019245,103.7718,cafe
Ya Kun Kaya Toast,1.3002472,103.8559122,cafe
Wimbly Lu,1.347443,103.8675719,cafe
Zebra Cafe,1.4007235,103.7894548,cafe
Starbucks,1.2775874,103.8472839,cafe
The Coffee Bean & Tea Leaf,1.2944378,103.7839807,cafe
Coffee Shop,1.2833675,103.8156713,cafe
Coffee Shop,1.283037,103.8166311,cafe
Starbucks,1.256334,103.820019,cafe
Starbucks,1.3129222,103.9254991,cafe
Hawker Centre,1.3412375,103.8451825,cafe
Cedele,1.299213,103.7873899,cafe
The Coffee Bean & Tea Leaf,1.3330425,103.7745425,cafe
Starbucks,1.2887554,103.8468344,cafe
The Coffee Bean & Tea Leaf,1.351395,103.8616273,cafe
The Audacious Cakery,1.2774171,103.839582,cafe
Toast Box,1.3081278,103.8622322,cafe
BLK 815 Coffee Shop,1.345268,103.6960335,cafe
Blk 851 Coffee Shop,1.3467079,103.6927317,cafe
Cedele,1.2745671,103.800271,cafe
Toast Box,1.332407,103.743168,cafe
,1.3421059,103.6928313,cafe
The Reading Room,1.2790186,103.8405488,cafe
One 2 Drink,1.310709,103.8607693,cafe
Chye Seng Huat Hardware,1.3115727,103.8603282,cafe
Toast Box,1.3341442,103.8895358,cafe
Toast Box,1.3337232,103.7767091,cafe
Costa,1.2933422,103.8528838,cafe
The Coffee Bean & Tea Leaf,1.3762151,103.9556357,cafe
McCafÃ©,1.3769504,103.9551804,cafe
De Riya,1.3133782,103.8994784,cafe
JC Coffee Houzz,1.3128264,103.9000546,cafe
Samsim Vietnam Cafe,1.3110415,103.9013242,cafe
Toast Box,1.2873392,103.8050829,cafe
Starbucks,1.2888107,103.8052495,cafe
Starbucks,1.3015253,103.8569123,cafe
The Coffee Bean & Tea Leaf,1.3395564,103.7070854,cafe
Koi Express,1.3387659,103.7061742,cafe
Starbucks,1.3054958,103.7877447,cafe
Delifrance,1.3174393,103.7858139,cafe
Jimmy Monkey Cafe & Bar,1.3018978,103.7902619,cafe
Toast Box,1.3444972,103.9323727,cafe
Percolate,1.3281295,103.935215,cafe
Coffee-Hugg,1.2795459,103.8472103,cafe
Sarnie's Cafe,1.2816102,103.8480052,cafe
Good Morning Nanyang Cafe,1.2836704,103.8437169,cafe
Cafe3,1.2802624,103.840749,cafe
Eight Cafe & Bar,1.27877,103.8409466,cafe
Bread & Hearth Artisinal Bakery Cafe,1.279998,103.8416049,cafe
The New Harbor Cafe And Bar,1.2778481,103.8435064,cafe
PS Cafe,1.2806518,103.8463297,cafe
Vanilla Bar and Cafe,1.2817131,103.8477241,cafe
CafÃ© Insadong,1.2817757,103.8451344,cafe
Blue Mist Cafe,1.2769673,103.8432327,cafe
Tuxedo,1.2760366,103.8435529,cafe
5 The Moments Cafe,1.278066,103.8438142,cafe
Drury Lane,1.2782815,103.8435791,cafe
Yuen Yeung,1.2797635,103.8427965,cafe
Qafe by Night,1.2795007,103.8440883,cafe
Ardent's Cafe Bar,1.2796764,103.8423536,cafe
fieldnotes,1.2797824,103.8428436,cafe
May Wong's Cafe,1.2797301,103.8423784,cafe
ReStore,1.2776397,103.8433965,cafe
KOI ThÃ©,1.3072164,103.7901223,cafe
Strangers' Reunion Waffles,1.2769715,103.8363345,cafe
Artisan Boulangerie Co,1.2783661,103.8508048,cafe
Dimbulah (Market Street),1.2822928,103.8504676,cafe
Starbucks,1.2811501,103.8510261,cafe
Starbucks,1.2781237,103.8504885,cafe
Baker & Cook,1.3363877,103.7681279,cafe
Baker And Cook,1.3115635,103.7966535,cafe
Gastronomia,1.3105871,103.7964405,cafe
Toast Box,1.2793273,103.8509999,cafe
Craftsmen Coffee,1.3130468,103.9233966,cafe
baker & cook,1.3209325,103.9243106,cafe
Dutch Colony Coffee Co.,1.3142525,103.9195276,cafe
Paris Baguette,1.3562344,103.9893282,cafe
Starbucks,1.3613131,103.9904139,cafe
Kaffe & Tiast,1.3541873,103.9884154,cafe
1983 Cafe Nanyang,1.3564685,103.9897371,cafe
The Tastemaker Store,1.2891012,103.8284699,cafe
Starbucks,1.3469027,103.6801219,cafe
GelÃ¡re,1.3469695,103.680847,cafe
Coffee Faculty,1.3441917,103.6804846,cafe
Art Pastry @ ADM,1.3496947,103.6838395,cafe
Ya Kun Kaya Toast,1.3793713,103.7645441,cafe
Li-Ho,1.3799561,103.7644596,cafe
Mr Bean,1.3801583,103.7643445,cafe
Fun Toast,1.3799401,103.7605089,cafe
Vernacular Coffee,1.3101303,103.881877,cafe
Koi Cafe,1.429839,103.8362533,cafe
Mr Bean,1.3844797,103.7443488,cafe
KOI ThÃ©,1.3844745,103.7443915,cafe
Starbucks,1.3631363,103.7645182,cafe
La Marelle,1.3013591,103.8597348,cafe
DC Comics Super Heroes Cafe,1.2858906,103.8602153,cafe
ToMo Cafe,1.351474,103.8353851,cafe
Habitat Coffee,1.3527826,103.8345094,cafe
Joe & Dough,1.3004616,103.8398377,cafe
Spinelli,1.2971068,103.7776255,cafe
(Working Title),1.3029196,103.8519556,cafe
Chock Full of Beans,1.3894615,103.9873065,cafe
Mahmud__ Tandoor,1.3023348,103.8596039,cafe
Symmetry cafe,1.3039089,103.8592205,cafe
(working title),1.3008318,103.8596674,cafe
Foot code,1.3285419,103.6940775,cafe
Cafeteria,1.3480225,103.7435784,cafe
Starbucks,1.332626,103.8488573,cafe
ABC,1.297934,103.8384054,cafe
Tampines Fruit,1.3486741,103.9338518,cafe
Starbucks,1.2900978,103.8497951,cafe
Tolido's Espresso Nook,1.3045344,103.8608683,cafe
The Coffee Bean & Tea Leaf,1.3011048,103.9129616,cafe
å¤¹³æ´___,1.2780525,103.8458152,cafe
crossroads cafe,1.3053756,103.8325055,cafe
J town cafe,1.3018514,103.8385006,cafe
Simply Bread,1.3306316,103.7957476,cafe
Hoshino Coffee,1.3107294,103.796078,cafe
Provence,1.3105772,103.7960538,cafe
,1.3104358,103.7960435,cafe
Awfully Chocolate,1.3118768,103.794393,cafe
Crystal Jade Kitchen,1.3109786,103.7952993,cafe
Kyushu Pancake ä¹______±ã__,1.3102849,103.7947402,cafe
Project Acai,1.3103929,103.7948246,cafe
British Indian Curry Hut,1.3116797,103.7947452,cafe
Tai Cheong Bakery,1.3106391,103.7950082,cafe
Mr. Bean,1.3115705,103.7782739,cafe
Cafe Agora,1.3074598,103.7726323,cafe
,1.3294941,103.652156,cafe
Cafe,1.2842964,103.8653867,cafe
Children's Garden Cafe,1.2835683,103.8673172,cafe
Nylon Coffee Roasters,1.276814,103.839832,cafe
Starbucks,1.2895616,103.7900452,cafe
Inuka Cafe,1.4045831,103.7906672,cafe
The Bakery Chef,1.2841293,103.816035,cafe
Hill Street Coffee Shop,1.2813406,103.8643324,cafe
The Coffee Bean & Tea Leaf,1.3618865,103.9893432,cafe
618 Sim Carrot Cake,1.4187636,103.835592,cafe
Bricco Cafe,1.362967,103.989182,cafe
The Coffee Bean & Tea Leaf,1.2995881,103.8540795,cafe
